id,year,month,day,tmin,tmax,mean_cloud,wind,prcp,wet_day
"FLDAS_00003",2010,6,24,29.9000,36.8000,0.605147,1.91462,0.00000,0
"FLDAS_00003",2010,6,25,29.1000,34.6000,0.189009,1.79159,0.00000,0
"FLDAS_00003",2010,6,26,30.3000,37.0000,0.826156,2.40988,0.00000,0
"FLDAS_00003",2010,6,27,29.4000,38.2000,0.197161,1.56505,0.00000,0
"FLDAS_00003",2010,6,28,29.4000,35.4000,0.160255,4.14112,0.00000,0
"FLDAS_00003",2010,6,29,29.9000,37.7000,0.408377,3.72386,0.00000,0
"FLDAS_00003",2010,6,30,29.1000,34.9000,0.324021,0.532926E-01,0.00000,0
"FLDAS_00004",2010,6,1,28.7000,33.8000,0.913495,1.92681,1.60000,1
"FLDAS_00004",2010,6,2,28.0000,33.7000,0.263958,0.00000,0.00000,0
"FLDAS_00004",2010,6,3,28.6000,30.8000,0.708717,2.45312,0.00000,0
"FLDAS_00004",2010,6,4,29.0000,38.3000,0.541350,0.585171E-01,0.00000,0
"FLDAS_00004",2010,6,5,28.8000,34.4000,0.582147,1.98330,0.00000,0
"FLDAS_00004",2010,6,6,29.2000,35.3000,0.726752,3.37015,0.00000,0
"FLDAS_00004",2010,6,7,28.9000,35.7000,0.481224,3.00841,0.00000,0
"FLDAS_00004",2010,6,8,29.1000,33.6000,0.736413,3.46347,0.00000,0
"FLDAS_00004",2010,6,9,29.2000,35.6000,0.634157,3.75180,0.00000,0
"FLDAS_00004",2010,6,10,28.3000,35.8000,0.284257,0.00000,0.00000,0
"FLDAS_00004",2010,6,11,28.5000,30.4000,0.804779,3.65643,0.900000,1
"FLDAS_00004",2010,6,12,29.4000,37.1000,0.431196,3.57857,0.00000,0
"FLDAS_00004",2010,6,13,28.8000,33.1000,1.00000,2.46674,0.300000,1
"FLDAS_00004",2010,6,14,28.7000,33.5000,0.940532,3.51257,1.20000,1
"FLDAS_00004",2010,6,15,28.7000,37.6000,0.392872,1.94309,0.00000,0
"FLDAS_00004",2010,6,16,28.7000,37.1000,0.730614,2.39371,0.00000,0
"FLDAS_00004",2010,6,17,28.5000,37.9000,0.707883,1.58047,0.00000,0
"FLDAS_00004",2010,6,18,28.8000,33.5000,0.976711,2.76271,0.100000,1
"FLDAS_00004",2010,6,19,29.0000,35.8000,0.629325,1.80363,0.00000,0
"FLDAS_00004",2010,6,20,29.0000,35.6000,0.654339,1.87848,0.00000,0
"FLDAS_00004",2010,6,21,29.8000,35.7000,0.921682,3.63561,1.50000,1
"FLDAS_00004",2010,6,22,29.2000,32.2000,1.00000,1.77164,0.300000,1
"FLDAS_00004",2010,6,23,27.8000,34.8000,0.714390,2.82297,0.00000,0
"FLDAS_00004",2010,6,24,29.0000,37.3000,0.439991,0.00000,0.00000,0
"FLDAS_00004",2010,6,25,29.0000,34.7000,0.410835,3.88479,0.00000,0
"FLDAS_00004",2010,6,26,27.5000,37.5000,0.145500,0.00000,0.00000,0
"FLDAS_00004",2010,6,27,29.9000,33.1000,0.942165,3.96217,0.00000,0
"FLDAS_00004",2010,6,28,29.8000,36.4000,0.699767,2.70504,0.00000,0
"FLDAS_00004",2010,6,29,27.9000,37.9000,0.539303E-01,2.21477,0.00000,0
"FLDAS_00004",2010,6,30,28.9000,37.8000,0.632190,0.00000,0.00000,0
"FLDAS_00005",2010,6,1,25.6000,29.2000,0.623357,0.796423,0.00000,0
"FLDAS_00005",2010,6,2,27.3000,33.9000,0.643640,4.02830,0.00000,0
"FLDAS_00005",2010,6,3,27.2000,30.1000,0.720308,2.09445,0.800000,1
"FLDAS_00005",2010,6,4,27.2000,38.2000,0.440366E-01,2.33358,0.00000,0
"FLDAS_00005",2010,6,5,27.7000,35.6000,0.537931,3.89532,0.00000,0
"FLDAS_00005",2010,6,6,27.1000,33.3000,0.443045,1.50028,0.00000,0
"FLDAS_00005",2010,6,7,27.5000,29.3000,0.609722,3.86035,1.20000,1
"FLDAS_00005",2010,6,8,27.4000,32.7000,0.743552,1.87122,3.90000,1
"FLDAS_00005",2010,6,9,27.9000,38.1000,0.482046,3.14352,0.00000,0
"FLDAS_00005",2010,6,10,27.5000,36.3000,0.386799,3.04007,0.00000,0
"FLDAS_00005",2010,6,11,26.4000,29.7000,0.138606,2.34450,0.00000,0
"FLDAS_00005",2010,6,12,28.2000,36.6000,0.918457,2.00521,0.00000,0
"FLDAS_00005",2010,6,13,27.3000,33.5000,0.355115,3.65511,0.00000,0
"FLDAS_00005",2010,6,14,27.2000,34.6000,0.331054,2.18200,0.00000,0
"FLDAS_00005",2010,6,15,28.1000,33.3000,0.831212,5.36294,1.10000,1
"FLDAS_00005",2010,6,16,27.8000,33.7000,0.811140,4.55699,3.60000,1
"FLDAS_00005",2010,6,17,26.9000,36.7000,0.00000,5.79873,0.00000,0
"FLDAS_00005",2010,6,18,27.2000,34.9000,0.193154,4.00853,0.00000,0
"FLDAS_00005",2010,6,19,26.7000,32.5000,0.799751,1.37082,1.70000,1
"FLDAS_00005",2010,6,20,27.2000,36.7000,0.410972,4.81091,0.00000,0
"FLDAS_00005",2010,6,21,28.4000,32.3000,0.451303,2.82727,0.00000,0
"FLDAS_00005",2010,6,22,27.0000,35.8000,0.176253,3.50176,0.00000,0
"FLDAS_00005",2010,6,23,28.6000,36.2000,0.268585,1.56572,0.00000,0
"FLDAS_00005",2010,6,24,27.7000,38.5000,0.514186,2.79829,0.00000,0
"FLDAS_00005",2010,6,25,27.9000,37.1000,0.123344,1.21952,0.00000,0
"FLDAS_00005",2010,6,26,27.6000,33.6000,0.798678,2.48878,2.20000,1
"FLDAS_00005",2010,6,27,27.3000,32.2000,0.813167,5.02712,1.70000,1
"FLDAS_00005",2010,6,28,27.6000,31.9000,0.822066,3.12262,1.10000,1
"FLDAS_00005",2010,6,29,28.1000,32.2000,0.743829,2.69909,0.200000,1
"FLDAS_00005",2010,6,30,25.9000,37.9000,0.266458,3.63319,0.00000,0
"FLDAS_00006",2010,6,1,27.9000,36.0000,0.419341E-01,2.94812,0.00000,0
"FLDAS_00006",2010,6,2,29.8000,33.5000,0.778387,4.18338,0.00000,0
"FLDAS_00006",2010,6,3,28.2000,37.9000,0.389131,1.43083,0.00000,0
"FLDAS_00006",2010,6,4,29.4000,35.1000,0.324093,4.42703,0.00000,0
"FLDAS_00006",2010,6,5,30.0000,34.2000,0.359220,2.53595,0.00000,0
"FLDAS_00006",2010,6,6,29.9000,33.1000,0.799425,5.01091,3.80000,1
"FLDAS_00006",2010,6,7,28.0000,34.7000,0.428721,3.29098,0.00000,0
"FLDAS_00006",2010,6,8,28.7000,31.2000,0.821480,4.21826,1.30000,1
"FLDAS_00006",2010,6,9,28.7000,32.3000,0.754944,2.74445,2.50000,1
"FLDAS_00006",2010,6,10,28.0000,38.7000,0.571378,1.39504,0.00000,0
"FLDAS_00006",2010,6,11,28.7000,32.9000,0.884399,1.60995,2.20000,1
"FLDAS_00006",2010,6,12,29.2000,34.8000,0.542619,4.26049,0.00000,0
"FLDAS_00006",2010,6,13,29.2000,38.7000,0.207733,4.64056,0.00000,0
"FLDAS_00006",2010,6,14,29.1000,34.2000,0.491058,4.75408,0.00000,0
"FLDAS_00006",2010,6,15,29.0000,32.1000,0.742752,2.34637,0.00000,0
"FLDAS_00006",2010,6,16,29.5000,38.2000,0.558067,3.24727,0.00000,0
"FLDAS_00006",2010,6,17,28.7000,33.9000,0.676497,3.24336,1.20000,1
"FLDAS_00006",2010,6,18,29.7000,34.5000,0.753463,1.70817,0.00000,0
"FLDAS_00006",2010,6,19,28.8000,37.4000,0.499445,4.17928,0.00000,0
"FLDAS_00006",2010,6,20,29.5000,38.9000,0.461431,2.79705,0.00000,0
"FLDAS_00006",2010,6,21,29.8000,35.0000,0.370050,1.93610,0.00000,0
"FLDAS_00006",2010,6,22,28.8000,32.8000,0.971180,0.904092,2.20000,1
"FLDAS_00006",2010,6,23,28.7000,33.3000,1.00000,3.34571,2.60000,1
"FLDAS_00006",2010,6,24,27.8000,37.1000,0.576010,4.42577,0.00000,0
"FLDAS_00006",2010,6,25,28.3000,30.9000,0.848067,4.36962,0.600000,1
"FLDAS_00006",2010,6,26,28.7000,32.5000,0.790715,3.58665,1.30000,1
"FLDAS_00006",2010,6,27,28.6000,34.1000,0.349504,1.32844,0.00000,0
"FLDAS_00006",2010,6,28,28.5000,34.3000,0.139253,3.06464,0.00000,0
"FLDAS_00006",2010,6,29,28.6000,31.9000,0.534381,1.08814,0.00000,0
"FLDAS_00006",2010,6,30,28.8000,36.0000,0.351793,1.16512,0.00000,0
"FLDAS_00007",2010,6,1,28.5000,34.0000,0.00000,2.19393,0.00000,0
"FLDAS_00007",2010,6,2,28.8000,31.2000,0.378545,2.10771,0.00000,0
"FLDAS_00007",2010,6,3,28.8000,35.1000,0.133062,1.46316,0.00000,0
"FLDAS_00007",2010,6,4,28.8000,34.4000,0.241557,0.352468,0.00000,0
"FLDAS_00007",2010,6,5,29.2000,36.6000,0.338827,0.339708,0.00000,0
"FLDAS_00007",2010,6,6,28.8000,36.5000,0.120118,0.00000,0.00000,0
"FLDAS_00007",2010,6,7,29.0000,36.1000,0.258141,0.931646,0.00000,0
"FLDAS_00007",2010,6,8,28.9000,35.5000,0.113870,2.27721,0.00000,0
"FLDAS_00007",2010,6,9,28.5000,33.1000,0.465318E-01,1.14621,0.00000,0
"FLDAS_00007",2010,6,10,29.0000,34.3000,0.757160,2.20219,2.70000,1
"FLDAS_00007",2010,6,11,28.9000,33.2000,0.325283,1.82930,0.00000,0
"FLDAS_00007",2010,6,12,28.7000,31.9000,0.341875,1.11651,0.00000,0
"FLDAS_00007",2010,6,13,29.3000,38.0000,0.389496,0.00000,0.00000,0
"FLDAS_00007",2010,6,14,28.9000,36.0000,0.214142,0.367283,0.00000,0
"FLDAS_00007",2010,6,15,29.5000,33.0000,0.689492,2.47013,0.00000,0
"FLDAS_00007",2010,6,16,28.8000,33.6000,0.656308,0.669179,3.70000,1
"FLDAS_00007",2010,6,17,28.9000,30.8000,0.509367,1.67984,0.00000,0
"FLDAS_00007",2010,6,18,27.6000,34.4000,0.490117,0.965933,0.00000,0
"FLDAS_00007",2010,6,19,28.8000,30.1000,0.640908,7.10866,4.40000,1
"FLDAS_00007",2010,6,20,28.4000,31.8000,0.751767,0.00000,0.400000,1
"FLDAS_00007",2010,6,21,27.9000,33.5000,0.357534E-01,2.19393,0.00000,0
"FLDAS_00007",2010,6,22,29.8000,36.4000,0.438429,0.00000,0.00000,0
"FLDAS_00007",2010,6,23,29.0000,31.7000,0.933430,1.54899,1.60000,1
"FLDAS_00007",2010,6,24,29.1000,33.0000,0.903643,3.97388,3.80000,1
"FLDAS_00007",2010,6,25,28.9000,31.4000,0.940740,0.909399E-01,1.70000,1
"FLDAS_00007",2010,6,26,29.3000,36.7000,0.411876,0.785115,0.00000,0
"FLDAS_00007",2010,6,27,29.1000,33.3000,0.438496,1.47553,0.00000,0
"FLDAS_00007",2010,6,28,29.1000,34.7000,0.332140,1.60668,0.00000,0
"FLDAS_00007",2010,6,29,28.3000,31.2000,0.979566E-01,1.27994,0.00000,0
"FLDAS_00007",2010,6,30,29.0000,34.2000,0.311032,1.89318,0.00000,0
"FLDAS_00008",2010,6,1,29.3000,33.1000,0.707558,3.20788,4.90000,1
"FLDAS_00008",2010,6,2,29.4000,33.2000,0.860674,4.37108,2.80000,1
"FLDAS_00008",2010,6,3,30.8000,34.8000,0.387919,2.79086,0.00000,0
"FLDAS_00008",2010,6,4,30.3000,32.6000,0.426682,2.19263,0.00000,0
"FLDAS_00008",2010,6,5,30.3000,34.0000,0.414805,3.59147,0.00000,0
"FLDAS_00008",2010,6,6,30.5000,36.2000,0.00000,3.40647,0.00000,0
"FLDAS_00008",2010,6,7,29.0000,30.8000,0.654357,2.03690,0.800000,1
"FLDAS_00008",2010,6,8,29.0000,30.7000,0.585387,3.84599,0.900000,1
"FLDAS_00008",2010,6,9,29.5000,33.5000,0.317588,3.29097,0.00000,0
"FLDAS_00008",2010,6,10,31.1000,34.1000,0.690257,3.35985,0.00000,0
"FLDAS_00008",2010,6,11,30.2000,33.0000,0.867350,4.38751,0.700000,1
"FLDAS_00008",2010,6,12,29.0000,32.2000,0.620764,1.65778,4.50000,1
"FLDAS_00008",2010,6,13,29.9000,34.6000,0.476399,1.12308,0.00000,0
"FLDAS_00008",2010,6,14,29.8000,37.3000,0.591278E-01,2.93837,0.00000,0
"FLDAS_00008",2010,6,15,29.0000,33.9000,0.794009,3.66370,1.10000,1
"FLDAS_00008",2010,6,16,30.2000,37.0000,0.376803,2.84321,0.00000,0
"FLDAS_00008",2010,6,17,29.8000,33.1000,0.985931,3.27050,1.30000,1
"FLDAS_00008",2010,6,18,28.7000,30.9000,1.00000,6.07882,2.70000,1
"FLDAS_00008",2010,6,19,29.8000,32.2000,0.216128,5.90983,0.00000,0
"FLDAS_00008",2010,6,20,30.7000,30.6000,0.504904,5.76113,0.00000,0
"FLDAS_00008",2010,6,21,30.4000,35.5000,0.433507,2.06307,0.00000,0
"FLDAS_00008",2010,6,22,29.0000,31.8000,0.585894,3.21483,1.20000,1
"FLDAS_00008",2010,6,23,30.1000,34.3000,0.479942,3.40383,0.00000,0
"FLDAS_00008",2010,6,24,29.6000,33.1000,0.367406,1.46769,0.00000,0
"FLDAS_00008",2010,6,25,30.1000,35.8000,0.448284,2.33397,0.00000,0
"FLDAS_00008",2010,6,26,29.9000,36.0000,0.264021,3.05121,0.00000,0
"FLDAS_00008",2010,6,27,31.0000,35.8000,1.00000,3.84336,0.00000,0
"FLDAS_00008",2010,6,28,30.0000,35.0000,0.512076,1.75709,0.00000,0
"FLDAS_00008",2010,6,29,29.5000,34.6000,0.133162,2.23164,0.00000,0
"FLDAS_00008",2010,6,30,29.7000,32.0000,0.421074,2.98131,0.00000,0
"FLDAS_00009",2010,6,1,27.4000,35.1000,0.627361,2.95498,2.90000,1
"FLDAS_00009",2010,6,2,27.0000,31.7000,0.646883,3.32895,0.00000,0
"FLDAS_00009",2010,6,3,27.3000,37.8000,0.423377,2.19563,0.00000,0
"FLDAS_00009",2010,6,4,28.1000,33.0000,0.826617,3.87231,1.20000,1
"FLDAS_00009",2010,6,5,27.0000,32.2000,0.539551,2.21406,13.7000,1
"FLDAS_00009",2010,6,6,26.6000,34.0000,0.185098,2.53039,0.00000,0
"FLDAS_00009",2010,6,7,27.1000,34.8000,0.609295,1.35426,0.00000,0
"FLDAS_00009",2010,6,8,26.7000,33.2000,0.309180,3.31709,0.00000,0
"FLDAS_00009",2010,6,9,26.5000,32.7000,0.253988,2.27913,0.00000,0
"FLDAS_00009",2010,6,10,27.2000,35.9000,0.663489,0.623593E-01,0.00000,0
"FLDAS_00009",2010,6,11,27.2000,33.7000,0.731907,1.37983,0.00000,0
"FLDAS_00009",2010,6,12,27.3000,34.8000,0.588093,2.95831,0.00000,0
"FLDAS_00009",2010,6,13,27.1000,34.9000,0.567526,1.66890,0.00000,0
"FLDAS_00009",2010,6,14,27.9000,34.8000,0.539619,2.83756,0.600000,1
"FLDAS_00009",2010,6,15,27.6000,32.1000,0.676580,4.91143,0.00000,0
"FLDAS_00009",2010,6,16,26.6000,34.0000,0.546454,1.64688,0.00000,0
"FLDAS_00009",2010,6,17,27.0000,35.9000,0.505702,4.26457,0.00000,0
"FLDAS_00009",2010,6,18,26.2000,32.9000,0.171547,2.20149,0.00000,0
"FLDAS_00009",2010,6,19,27.8000,33.8000,0.875612,4.15114,0.100000,1
"FLDAS_00009",2010,6,20,27.5000,39.4000,0.358473,3.44966,0.00000,0
"FLDAS_00009",2010,6,21,26.9000,33.0000,0.549705,2.20795,0.00000,0
"FLDAS_00009",2010,6,22,26.5000,33.7000,0.231885,1.25214,0.00000,0
"FLDAS_00009",2010,6,23,27.5000,34.4000,0.851620,2.19237,0.00000,0
"FLDAS_00009",2010,6,24,26.4000,34.2000,0.263377,0.00000,0.00000,0
"FLDAS_00009",2010,6,25,26.8000,35.6000,0.116152,3.92507,0.00000,0
"FLDAS_00009",2010,6,26,27.5000,39.1000,0.286052,4.72888,0.00000,0
"FLDAS_00009",2010,6,27,27.0000,33.3000,0.466272,3.58896,0.00000,0
"FLDAS_00009",2010,6,28,26.4000,35.0000,0.172344,0.00000,0.00000,0
"FLDAS_00009",2010,6,29,26.9000,35.9000,0.209732,3.35985,0.00000,0
"FLDAS_00009",2010,6,30,27.3000,36.1000,0.526435,2.57419,0.00000,0
"FLDAS_00010",2010,6,1,28.3000,33.4000,0.366053,0.00000,0.00000,0
"FLDAS_00010",2010,6,2,29.6000,32.3000,0.937713,6.48511,1.80000,1
"FLDAS_00010",2010,6,3,28.2000,35.5000,0.271503,0.106148,0.00000,0
"FLDAS_00010",2010,6,4,29.5000,35.9000,0.675797,4.14890,0.00000,0
"FLDAS_00010",2010,6,5,27.3000,31.8000,0.294452,3.81874,0.00000,0
"FLDAS_00010",2010,6,6,28.8000,36.6000,0.714760,3.08991,0.00000,0
"FLDAS_00010",2010,6,7,28.6000,31.7000,0.351551,3.41667,0.00000,0
"FLDAS_00010",2010,6,8,28.4000,29.6000,0.671373,4.24236,0.500000,1
"FLDAS_00010",2010,6,9,29.9000,31.1000,0.854857,3.17373,1.40000,1
"FLDAS_00010",2010,6,10,29.5000,33.0000,0.463797,3.57421,0.00000,0
"FLDAS_00010",2010,6,11,29.4000,33.7000,0.274044,2.25801,0.00000,0
"FLDAS_00010",2010,6,12,30.0000,35.3000,0.706790,2.35684,0.00000,0
"FLDAS_00010",2010,6,13,28.7000,36.5000,0.921044,3.20684,0.00000,0
"FLDAS_00010",2010,6,14,30.2000,34.8000,0.514462,3.01037,0.00000,0
"FLDAS_00010",2010,6,15,29.3000,34.0000,0.321245,3.67118,0.00000,0
"FLDAS_00010",2010,6,16,28.8000,31.8000,0.842387,2.91704,2.50000,1
"FLDAS_00010",2010,6,17,29.6000,37.0000,0.639640,3.81093,0.00000,0
"FLDAS_00010",2010,6,18,29.1000,34.3000,0.690156,1.92410,0.00000,0
"FLDAS_00010",2010,6,19,28.7000,34.1000,0.444242,1.32504,0.00000,0
"FLDAS_00010",2010,6,20,29.7000,31.6000,0.784027,2.27912,0.200000,1
"FLDAS_00010",2010,6,21,27.8000,30.7000,0.655874,3.96185,0.00000,0
"FLDAS_00010",2010,6,22,28.8000,35.8000,0.271063,0.00000,0.00000,0
"FLDAS_00010",2010,6,23,29.8000,35.4000,0.632856,2.33757,0.00000,0
"FLDAS_00010",2010,6,24,29.3000,33.7000,0.153117,3.29652,0.00000,0
"FLDAS_00010",2010,6,25,28.6000,35.6000,0.524864,3.05761,0.00000,0
"FLDAS_00010",2010,6,26,30.1000,37.1000,0.549588,3.26472,0.00000,0
"FLDAS_00010",2010,6,27,28.6000,33.5000,0.523778,3.18124,0.00000,0
"FLDAS_00010",2010,6,28,29.1000,33.3000,0.447748,3.01054,0.00000,0
"FLDAS_00010",2010,6,29,27.7000,33.1000,0.224824,1.46398,0.00000,0
"FLDAS_00010",2010,6,30,29.1000,31.4000,1.00000,2.77387,4.30000,1
"FLDAS_00011",2010,6,1,28.5000,35.9000,0.137500,2.44178,0.00000,0
"FLDAS_00011",2010,6,2,29.6000,39.0000,0.720517,1.55064,0.00000,0
"FLDAS_00011",2010,6,3,28.8000,35.1000,0.450376,1.79091,0.00000,0
"FLDAS_00011",2010,6,4,29.2000,33.1000,0.837232,1.97545,1.30000,1
"FLDAS_00011",2010,6,5,28.6000,35.0000,0.287033,0.364713,0.00000,0
"FLDAS_00011",2010,6,6,28.8000,31.9000,0.856320,2.39486,0.400000,1
"FLDAS_00011",2010,6,7,29.2000,38.3000,0.498439,1.22128,0.00000,0
"FLDAS_00011",2010,6,8,29.0000,33.6000,0.614212,3.03192,0.00000,0
"FLDAS_00011",2010,6,9,28.7000,34.6000,0.317999,3.38119,0.00000,0
"FLDAS_00011",2010,6,10,28.0000,35.3000,0.839526,0.00000,1.20000,1
"FLDAS_00011",2010,6,11,28.6000,31.4000,0.813566,1.75213,0.300000,1
"FLDAS_00011",2010,6,12,28.5000,35.5000,0.143983,2.27687,0.00000,0
"FLDAS_00011",2010,6,13,28.6000,35.2000,0.509205,0.00000,0.00000,0
"FLDAS_00011",2010,6,14,28.8000,36.1000,0.428140,1.15527,0.00000,0
"FLDAS_00011",2010,6,15,28.9000,35.2000,0.490547,1.75447,0.00000,0
